"Pacific.blue"	"Alexa"	"APC"
2195	759	1923
552	648	361
973	885	2647
2111	678	2438
875	764	466
2783	952	372
859	610	335
1890	438	357
2592	808	2433
2032	545	2391
919	636	2477
1568	633	1903
1808	869	526
1554	637	2511
1992	641	507
1328	704	383
1345	620	2344
1171	667	335
733	711	600
1651	744	2670
3206	574	2530
2116	711	533
1412	693	1764
2991	718	1567
565	662	376
1478	568	432
2551	686	1726
2532	922	1912
1997	796	1851
2210	785	1993
2563	558	485
403	675	2281
1696	727	2674
1550	744	1961
740	761	1909
865	820	2591
3165	606	432
3012	369	459
2722	414	1836
649	671	1736
1608	681	488
698	716	439
815	750	2616
1354	580	2460
2041	547	349
905	648	2634
2226	730	1814
2047	709	2482
481	602	1852
2649	742	2504
2501	534	409
703	671	1906
851	985	2050
1932	656	1589
2122	721	1726
3155	546	2409
1642	713	1652
742	580	488
1471	615	244
941	719	522
2657	741	1922
2007	620	368
1995	734	1822
3307	570	2607
582	745	560
2266	570	424
2475	611	466
720	852	2439
2048	404	421
1604	535	817
1608	549	1729
2522	735	443
1826	918	552
1400	645	515
1042	867	2055
2122	464	548
1573	607	511
537	635	1909
2583	291	1703
1469	774	1838
1709	791	2644
1577	658	349
2138	584	2432
2226	755	2065
3268	1045	2734
1935	645	470
1486	606	2473
807	802	379
913	714	1750
934	724	1868
1483	554	1760
1616	784	2689
2594	649	424
1608	678	2649
2138	457	485
747	510	2512
1659	892	2082
1970	661	2300
1986	675	1700
2007	604	2474
1603	701	2611
3122	554	2577
434	689	1610
1392	668	2427
888	731	2549
1610	537	1629
1597	729	2545
1814	523	402
2794	381	1944
2060	650	436
718	681	2606
2530	439	2286
975	840	2006
1506	762	2491
2287	717	1686
2111	763	2452
2224	438	2483
2477	618	2320
659	553	451
1447	680	1864
2605	743	572
2567	815	2431
2583	439	1789
2015	682	2424
3212	1021	2484
2682	784	1923
1399	783	615
2598	930	2442
1460	747	522
2695	423	1916
2042	756	1549
1573	665	1996
2021	600	1771
875	760	409
490	774	1698
2089	842	428
656	818	1850
1931	667	2336
836	745	2428
2518	589	1607
910	798	2573
2146	765	1937
2690	461	1852
953	790	417
865	805	2440
2602	414	2322
480	808	2582
2671	673	2540
1428	776	294
407	559	451
2994	779	327
2138	825	571
2124	711	399
2077	672	2523
560	513	2332
474	457	432
3173	923	2567
929	647	2464
943	795	1770
1203	647	409
2076	547	533
2564	875	1781
2188	528	2546
2048	885	1989
1853	793	560
749	627	2344
1869	829	1545
690	724	2295
2686	693	2001
2589	764	1848
3165	856	1945
553	637	511
1468	714	607
2070	719	462
1506	946	1996
2587	746	1515
1734	795	2701
2503	880	2341
741	543	1568
1826	1022	2072
1958	750	2337
3075	765	463
601	740	2450
2691	952	1839
2092	671	1838
1441	587	485
1476	792	1721
314	682	424
1425	718	2188
1349	649	500
1307	575	406
650	590	1800
821	684	2462
3027	882	2391
2229	790	2506
1942	628	2473
896	636	488
3108	184	485
859	771	2666
618	549	372
2235	671	2636
620	763	2586
2011	591	458
717	738	2401
540	607	985
1329	676	1839
1803	751	2039
1533	697	1780
635	595	353
1676	599	2711
1923	639	1634
553	780	1737
2766	729	2016
2715	852	2701
1499	752	2582
2145	756	2552
1640	718	2155
2081	683	1907
2728	771	2561
2648	860	1732
3304	698	605
2636	985	1720
677	551	466
2151	445	496
2591	208	553
2584	426	2329
1462	1012	2501
2035	383	478
2575	567	2369
714	645	1857
1529	672	327
1471	467	2533
894	805	2605
669	659	428
970	725	2332
2705	823	1895
2541	985	2483
2612	783	2518
2635	775	1852
1489	824	2458
2496	717	2298
2632	645	500
2596	427	428
560	605	357
1869	714	428
2209	854	1852
2520	600	2428
1552	812	2597
2585	768	2451
3024	862	417
2654	803	1860
1553	606	2037
1450	662	439
2594	768	1787
1358	418	424
2585	733	1902
711	622	1696
2060	864	1887
2287	709	2044
2441	433	284
1472	671	313
1600	801	2644
2662	814	1820
1594	732	1922
687	636	2660
893	765	1765
2791	697	391
1390	701	2563
1341	604	1775
3187	526	2483
1999	722	2571
3111	832	2490
982	754	1915
2677	1102	2420
2164	645	2512
1431	702	1646
1449	699	473
2708	877	1888
1452	677	556
2575	300	2372
1243	842	552
1153	651	349
1945	601	447
2523	520	1680
2111	787	500
2323	549	2653
2233	784	1934
1999	659	2343
821	705	406
684	692	1773
916	880	2602
2290	751	1987
2742	907	2015
2334	766	2589
582	461	436
1433	740	907
1888	648	556
2174	706	2580
1654	708	2591
1584	939	1848
864	710	2567
1462	451	402
1272	784	1709
1486	601	451
1411	686	533
2721	261	481
942	696	421
2592	615	1795
609	641	398
2341	794	2199
1732	717	470
2140	619	2554
1979	684	353
2038	832	1882
1933	747	1734
2596	629	324
2520	545	327
1606	759	1863
2018	530	432
2560	805	533
1046	663	2365
2017	443	436
2181	843	2710
1575	742	2485
2036	483	1786
387	762	1795
2488	804	1714
773	645	1626
393	636	376
421	768	447
1386	554	503
1553	811	1822
2640	563	1957
2311	593	511
854	716	1885
2601	457	2446
1969	754	1729
1340	607	335
1884	668	428
1278	796	1157
1439	605	372
2786	232	1963
1718	560	2596
1725	774	2789
2088	537	2436
1517	679	436
1271	562	436
843	655	364
2646	783	2576
966	742	2508
2079	770	2581
638	673	515
3242	716	2462
2259	878	1749
744	745	313
2538	737	2416
1705	837	2014
2535	689	432
2226	579	455
1215	575	458
2571	682	1870
1919	681	541
3096	713	2420
1739	668	2677
1609	755	2684
570	635	1700
2090	826	2683
1875	556	2231
1570	693	1937
2708	776	1867
2057	685	417
798	730	2493
2574	296	1757
1931	583	518
1848	843	473
2531	578	439
2090	856	1967
1725	759	2721
2607	639	1785
677	708	2354
2688	367	1858
643	745	2443
864	727	1735
2504	638	1630
2759	956	2535
2098	573	462
837	886	473
1657	858	2035
1909	683	2248
902	661	507
909	730	361
2536	280	346
771	537	398
1530	630	383
1975	849	2378
2024	674	2389
2031	729	2277
1955	713	1705
916	731	1839
2136	506	1919
568	657	2327
2618	348	1740
2723	929	421
872	805	1780
598	717	1777
773	726	2417
1253	663	394
751	699	466
803	778	1134
3057	351	2208
1425	564	443
2240	561	452
2756	646	2599
1940	588	284
950	827	2583
806	650	364
1680	765	2707
1909	782	269
627	670	413
1604	673	2016
2585	869	409
2083	522	1756
1332	645	500
2579	752	1730
2606	649	2414
1772	855	1841
2334	535	349
2428	705	467
830	556	1978
2485	725	2327
1533	756	1842
743	728	1192
845	665	2339
2022	559	1646
2663	400	545
3166	611	1763
1738	812	2781
1967	591	417
1797	625	2680
1402	669	266
910	819	1966
1945	747	2300
2081	601	2380
489	623	413
896	749	2035
1543	545	1715
825	502	458
2540	766	633
1631	684	2733
1749	698	1874
1313	628	1522
799	745	2628
3042	751	2401
486	741	342
2087	724	1827
3082	794	444
741	822	2491
1490	627	447
1769	867	2726
1904	712	1633
1447	659	2618
2742	852	439
2019	394	2418
2585	562	1877
1323	658	1819
2699	764	1887
895	806	2052
2528	516	2315
2138	608	2535
834	592	424
1061	794	589
2220	652	2605
2619	866	2523
2092	770	2438
2495	898	485
1505	754	1719
2536	694	481
1467	722	1337
746	774	2557
956	852	492
1430	806	1758
2257	516	541
3218	461	1981
653	788	2272
2623	492	2457
628	863	327
1822	632	1642
2096	670	316
2529	654	251
2648	552	372
1636	865	2705
2001	371	1754
3152	555	2401
889	773	2467
2238	801	2609
621	518	2025
1584	822	1611
1385	600	1874
841	741	394
1925	725	515
2142	649	1951
2117	600	1796
1998	764	428
2600	800	1902
2681	940	841
1706	759	488
1557	833	357
2672	871	2452
2200	698	1905
613	686	1714
780	343	980
709	753	633
1589	734	530
1623	800	1810
1753	723	2188
764	593	481
2765	863	2636
2619	667	1840
914	840	2549
2698	337	2592
1551	631	327
2032	537	251
2005	495	496
2561	624	2265
1255	804	466
2153	513	1839
1298	724	402
2550	865	2408
1780	583	2767
835	776	417
898	714	1870
1800	944	2733
680	738	338
2162	832	2595
932	814	1865
2045	678	424
1958	612	199
1375	696	1941
879	895	2700
2376	799	309
669	685	406
2048	553	172
3045	408	2394
2828	1028	2650
2122	636	2542
2571	559	2379
2551	608	1750
967	552	439
1865	773	2354
2655	748	1905
3168	621	372
1452	843	406
1563	699	2642
2395	698	383
3069	822	1685
622	706	2405
2175	568	1996
754	597	2598
2152	781	2415
1064	525	1185
2005	539	1634
882	821	1866
661	765	2611
1668	827	409
774	655	402
903	581	324
1024	642	1808
945	744	530
3063	631	2483
907	739	1774
2575	582	1738
3043	828	2359
990	787	1773
1963	553	466
2050	838	477
1457	575	439
2555	643	2468
2971	753	383
636	508	391
628	561	1222
477	488	1831
669	653	398
713	724	1712
2028	723	1764
835	817	2398
1743	742	1308
2150	885	2471
659	712	1950
2502	798	2374
3159	786	1779
730	603	346
3066	806	1580
1407	646	1729
2639	474	2499
836	691	622
1696	863	2570
2725	530	1846
2129	627	522
2199	705	2027
707	596	248
2671	690	331
1702	632	439
2067	713	2509
1603	740	1954
2059	565	511
1952	463	481
1492	540	2329
2044	523	2500
846	725	421
2814	934	2006
1468	742	1781
765	600	2453
2529	776	567
2027	519	1755
3087	1034	2555
828	844	432
2626	529	1795
548	595	496
886	791	1977
1300	472	1236
1456	597	313
1630	785	1877
776	782	1101
1430	762	2402
2508	942	2227
1503	837	455
2689	849	1996
1486	689	2019
1975	611	1782
500	612	1675
1461	606	2556
2051	440	665
2242	633	1821
2165	549	455
698	716	458
1345	461	432
1881	540	364
972	531	1898
851	843	1852
1763	696	1119
1631	765	2718
2534	646	477
838	755	2343
1562	610	1899
565	647	522
3109	735	530
2751	718	2463
3048	1032	1499
2149	655	1873
3090	645	1778
2647	883	2530
2760	860	2642
793	727	2491
2521	600	364
1871	326	199
1966	579	451
2236	607	2658
874	803	496
2657	735	2508
1376	505	342
1396	529	398
3031	280	444
859	850	2826
1751	787	2741
2009	720	1781
2502	585	1703
2483	884	541
897	652	451
2900	621	2015
2000	695	2421
2039	972	1997
2008	423	394
2444	453	372
441	757	421
2074	630	2494
1988	687	2373
1507	752	2700
495	686	398
2996	854	266
686	737	346
1947	793	335
2205	665	451
784	664	406
699	784	2415
916	922	2046
640	756	1765
1879	550	2259
2591	550	2507
2072	618	2520
702	557	1058
2842	990	1846
2008	870	455
1079	791	2478
1682	781	1790
1384	523	379
2597	749	2261
1804	714	1143
1940	755	2370
1988	816	2482
2651	420	571
1792	550	1882
807	816	280
2338	983	2739
2646	904	2483
2405	678	492
1428	481	2515
772	626	2564
962	802	563
2089	823	1750
3386	1015	1962
2177	727	2542
1906	690	394
791	621	349
1456	553	2572
881	664	2478
1377	805	470
891	822	1931
2711	755	582
704	713	2442
632	628	1641
2580	448	361
593	523	428
693	659	1152
1614	680	2632
1328	878	2491
1350	591	470
1699	754	2009
899	732	2474
1917	606	379
1444	770	313
1847	651	1703
2055	811	2460
2201	897	2706
649	522	530
773	687	298
821	619	1764
2782	636	447
1476	773	1562
1991	591	1847
973	762	1808
2630	819	447
872	817	2572
635	583	406
607	435	436
2557	773	394
3148	330	2498
1996	621	2334
2091	814	1827
3015	739	383
1933	380	313
729	753	1892
2256	563	1998
1477	663	1766
1582	752	1036
2089	902	1934
1774	772	2817
1444	702	1535
1355	748	455
1465	719	1809
1366	585	220
2099	827	473
1423	822	2502
535	811	364
1991	568	1669
670	622	526
2666	925	1826
2566	700	2509
2031	707	1804
808	521	349
1518	608	1740
2760	685	2559
563	463	428
2143	876	552
2460	768	2362
2509	792	2392
3258	262	1873
2533	883	2447
1621	451	1682
2774	916	2068
1533	624	1836
3033	979	1591
1987	857	2890
2395	984	1273
1386	655	458
2710	703	1946
1905	969	2788
1934	620	556
2079	633	1856
1580	699	2490
723	636	511
1880	754	2809
965	657	2602
685	514	2448
2208	633	305
2068	667	424
2065	684	1885
1954	747	2302
2451	865	545
556	763	376
1706	796	2668
2133	665	402
919	745	2602
1545	686	2009
1981	865	1730
1555	810	1812
2699	150	1932
2776	865	1950
2732	910	533
2105	658	2443
1393	619	1815
2635	777	1851
2033	680	1814
1533	863	2621
2705	261	2500
2283	604	2043
1897	473	376
2578	618	1748
2588	853	1871
1956	682	515
2109	665	368
790	857	530
2672	862	2483
1765	712	2677
716	802	1814
2069	827	1904
2116	560	1724
2918	636	1884
2556	548	481
1438	623	1865
938	819	1727
3007	719	357
476	752	1929
2669	758	1727
1404	801	432
2560	878	1826
2477	473	511
1441	669	1846
3104	965	1847
1978	680	2410
1954	589	1823
1007	895	1919
1626	716	2514
452	463	2307
2762	655	1984
1423	592	2688
2999	361	228
1577	791	462
2664	686	2537
650	711	470
2729	960	2472
807	601	856
2273	765	2602
2064	593	541
2034	772	406
1382	743	379
3111	683	470
1154	495	1864
2084	819	2468
2026	663	2395
3191	897	2526
1050	970	2608
1515	732	2460
1917	896	1905
3040	1053	364
374	639	2615
914	742	2435
913	704	1706
506	700	402
2798	527	885
1590	862	443
789	805	2409
2621	749	1857
809	794	2447
2483	572	432
2813	469	1837
1654	667	1710
1027	764	2516
3103	453	1754
2501	727	1596
2004	609	2263
1977	717	496
1620	822	522
2960	953	2282
1589	714	2632
2380	724	368
2628	495	538
1345	702	398
2518	760	269
1434	649	2658
1359	592	1731
1723	744	1128
2540	958	2429
2624	920	1852
3053	185	482
3120	451	2404
773	711	455
659	760	1664
790	780	2545
2046	647	1624
3090	284	372
2096	554	1742
2108	747	455
1627	827	2753
3299	690	354
2407	554	2063
1599	834	2552
1594	825	515
1512	798	2656
2225	662	2045
3113	1088	273
1525	721	2641
1934	604	500
1233	569	439
920	995	1868
1458	783	2610
2141	541	1701
2092	657	376
2666	567	414
1441	909	1967
1948	618	2338
3058	986	2484
3067	1105	2409
1525	755	1900
826	705	2451
1811	770	473
2793	318	2466
2308	433	255
1912	596	1750
2194	426	485
1518	786	2458
664	529	1820
2155	546	477
1219	522	1815
1555	656	2463
1532	882	2004
1555	869	2600
1146	845	1865
2246	733	2650
2421	574	1966
3192	996	2428
2201	631	335
1070	596	1704
1380	684	428
1566	768	2583
657	671	466
1462	653	1918
1297	475	485
964	701	548
1479	815	1934
2993	287	533
2207	490	424
2188	628	424
1727	810	2067
854	728	1750
2016	794	1719
1242	672	294
2722	692	316
1459	736	1851
3005	927	2528
3069	705	2348
2180	497	316
1134	660	346
1625	827	2599
679	742	518
831	641	1703
1568	562	2752
2633	560	1744
1973	553	2387
910	610	1765
1648	656	2121
2829	984	1933
2569	397	1686
2730	225	1871
3153	550	1844
850	664	1708
2778	893	1156
3085	1079	1651
644	631	2333
635	727	2551
1651	642	2505
966	781	2503
2023	670	1685
1402	702	2453
2292	550	1720
2098	847	2685
732	879	1811
2461	714	2250
1628	855	2593
645	609	1723
1924	712	387
1673	865	2782
2933	648	361
1422	576	436
415	575	2409
2767	834	2084
1541	733	1840
2705	761	2557
2706	677	302
2459	710	291
2050	609	1870
712	841	432
732	847	2584
717	631	364
1719	719	1711
3216	585	463
826	820	1858
2249	680	1972
1954	535	2456
1980	587	1765
2651	679	2501
1483	746	1911
1661	639	1827
3208	104	384
787	734	1716
852	674	230
3048	561	262
2060	467	1724
651	801	1844
2585	212	1719
1616	579	2044
3123	416	2430
2039	457	305
2569	336	353
1428	503	364
2521	742	2452
878	623	172
2675	717	1746
2528	802	388
1218	763	302
753	813	466
2748	602	1961
2056	605	1885
2099	521	2501
2104	853	1878
801	764	1826
1549	867	496
830	776	428
2653	633	2482
820	715	477
2122	778	432
3405	1073	501
2584	325	1612
810	618	1632
3104	544	1671
1303	452	2392
1702	720	1920
2812	847	2064
1405	563	372
1507	620	1767
2695	384	2573
1474	640	364
2569	566	2450
637	729	470
2085	602	409
1476	867	2543
1462	703	1633
1130	462	287
2145	855	496
2245	836	2679
811	671	2473
3095	1031	1744
2121	942	1429
2271	711	417
418	546	1704
615	666	560
1455	735	473
3112	400	1746
1525	720	1948
832	694	2460
673	519	533
3091	588	2387
2534	566	589
1474	764	2540
2465	759	424
3125	717	413
492	717	2652
1989	850	1727
872	716	526
2679	472	611
1320	613	783
608	635	2533
2124	940	2498
1651	950	2589
509	563	353
781	529	2503
2218	643	372
1212	536	409
1803	742	1205
1978	625	1667
1300	950	492
3082	373	413
2556	830	1826
1180	680	447
3057	696	2358
1906	699	458
728	662	473
2057	645	477
1236	795	1122
2070	764	1820
2704	953	1972
1575	674	2528
2670	1007	1909
1498	845	2542
2559	685	458
1362	622	2496
2055	853	2367
2615	583	2481
1976	709	2419
912	723	1861
1568	797	2652
2507	527	2314
777	784	2464
771	505	398
1644	716	2581
759	785	2481
2067	665	2554
2093	478	492
1972	451	309
2561	464	368
1562	587	417
1438	757	548
1424	602	511
1986	805	2384
905	711	436
1516	799	492
1919	660	1569
1399	652	2438
1568	600	2406
1987	695	530
2199	757	1919
2689	362	477
612	708	1658
489	551	2511
3163	1026	501
1780	699	2733
2687	274	392
2523	558	291
2183	651	2534
3014	968	1681
413	603	331
753	791	349
2152	723	1013
1626	839	2458
3227	999	2476
1507	685	376
2007	724	342
1029	624	1385
2592	726	2321
3029	685	221
719	545	387
1442	648	1847
1407	594	2615
1215	582	1889
1407	749	2519
1871	598	364
2073	666	1876
2727	940	950
2536	485	2309
2681	628	2624
1246	455	2408
1959	751	2433
2813	828	2752
2093	804	406
2661	253	458
3219	1074	1968
2127	524	2492
1930	647	462
1980	769	1829
2615	382	1754
890	714	391
2028	984	2157
890	726	2500
860	672	1793
685	652	1691
817	619	2456
2276	748	2677
1121	683	518
3238	592	1978
2021	579	1915
780	562	960
1373	619	455
2002	873	2349
763	635	409
2507	519	556
3111	644	2507
2083	811	2581
2458	743	1750
1930	531	2393
1612	603	2595
1945	416	321
2615	408	1847
1366	597	1473
1569	701	1737
1597	511	1329
2818	963	2105
1498	877	1862
1320	855	1727
1741	797	1899
2503	587	335
3105	1019	2495
673	492	2470
1916	634	436
680	761	2423
825	762	331
2113	859	2560
665	797	2656
2254	734	2650
3072	1109	399
2236	745	451
378	689	398
710	714	394
850	643	2339
842	655	500
773	695	361
3201	308	2532
798	663	1932
1551	771	485
947	876	1322
798	512	406
1731	724	2722
1933	663	364
2625	820	1889
1707	655	372
1917	713	1682
3078	138	425
1896	551	455
638	742	2432
2006	818	1856
2787	823	1725
1431	743	2562
1039	829	511
886	729	511
3097	402	436
2454	683	507
3076	960	481
2625	507	466
1690	715	1963
2013	730	2452
964	896	364
3220	201	2520
1201	557	387
1288	614	338
565	634	2495
2917	695	424
2879	956	1250
1484	812	1933
1941	616	2302
413	564	361
3059	806	387
1510	669	2043
1547	492	2542
3126	372	1739
1871	568	1856
1920	719	2163
1410	828	485
898	808	372
1697	761	2029
2104	782	2589
1385	533	387
1094	512	2032
609	551	1500
1783	911	2765
2554	700	1676
2196	641	2513
2036	714	2398
818	601	455
447	582	2566
2498	997	1256
821	689	406
1686	735	2774
1754	737	2689
2555	831	447
1455	1067	2167
3132	589	1880
2269	791	2636
1544	693	338
1437	694	428
3024	823	2361
2136	782	2006
699	827	1839
2138	731	1852
763	723	2575
949	915	2699
2493	442	428
1949	573	2018
769	776	1923
918	720	298
1326	564	424
763	721	1968
927	790	2617
3148	877	421
2675	665	2394
571	811	1807
746	806	2529
947	605	406
2721	508	473
794	832	2520
2008	407	302
2749	583	2469
595	647	1717
1659	787	2721
1988	677	2428
864	822	2470
679	638	2327
2668	272	485
2179	530	398
1649	640	2702
2080	577	2514
2040	717	2439
934	700	2431
732	746	518
2129	691	1924
2568	327	428
2682	630	2548
812	876	451
2482	617	2374
2697	463	2461
2668	500	1746
1012	868	2428
737	553	269
1661	797	2706
648	728	1625
876	695	462
852	792	1924
780	850	287
1650	753	1881
2495	649	552
1609	606	2737
2965	1057	2409
2710	589	2468
879	638	2425
1526	667	2630
2376	865	1277
1408	620	515
1324	694	458
764	835	556
2592	748	1872
2577	786	2341
1417	810	1853
1604	764	563
3082	527	332
2593	671	2421
1344	642	276
2054	670	1788
1738	894	2093
1503	815	526
3180	895	2577
2630	606	1875
465	563	361
444	498	2543
873	864	409
2476	813	428
846	816	1909
1365	734	485
2022	767	2377
1874	644	2307
2637	685	1765
1979	582	1714
1728	839	2846
637	728	417
2790	556	987
1553	717	331
628	643	398
779	703	2596
3089	913	1654
1733	828	2029
747	601	255
2999	864	380
3076	456	1793
1273	631	372
950	762	398
829	682	2356
2213	651	2626
818	776	2497
1498	699	1731
1482	802	1702
579	591	466
1471	708	470
1582	546	316
813	569	477
594	733	488
738	701	428
996	789	2096
972	869	2555
1139	974	2454
1525	778	2510
1087	769	1968
2818	118	2654
303	531	2312
1404	698	368
959	788	2420
1850	807	2679
1436	579	391
2676	721	1879
2201	749	1966
1232	674	541
2385	789	1962
2712	210	2430
2719	438	2471
1539	719	1774
2024	633	1741
1878	640	481
1550	717	1841
909	731	364
734	754	2020
2090	839	1656
1952	733	432
1415	782	1625
1571	892	1876
717	626	567
1505	618	533
2767	861	2562
529	570	402
2053	440	2306
1619	878	500
1625	928	428
2079	720	2423
1409	721	1750
638	718	413
908	764	439
1288	580	1763
2458	452	563
2007	795	515
3112	787	451
631	572	2015
1605	803	2634
2524	530	2352
2284	770	2669
2549	756	2397
1939	589	1760
868	651	496
1483	705	1770
2318	806	2686
858	794	2493
2028	725	2522
1527	729	1898
744	639	2526
2785	275	2338
774	749	1757
3076	984	216
2214	712	1891
3244	1119	1819
1453	565	398
1952	657	447
671	796	1671
1437	529	473
2599	731	2399
817	664	473
2546	704	2471
1897	648	2302
2160	839	2047
1968	385	1710
1739	923	2045
441	713	477
2743	811	2643
2610	471	414
1446	771	2455
2692	767	398
1352	611	417
1545	553	2502
3107	313	1721
2746	374	1770
2493	907	2382
3016	579	2355
2814	617	433
2077	352	1759
2073	821	1919
1383	454	2512
602	652	244
1495	680	1978
1343	597	1837
1920	587	1744
671	616	2477
